2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
2,2,2,2,3,441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2
2,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2
0,441,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,2,2,2,3,2
0,1,2,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,461,0
0,1,2,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,1,0
0,1,2,2,4,2,0,0,2,2,3,2,1,2,2,2,4,2,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,481,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2,2,4,2,2,0,0,0,0,0,1,2,4,2,2,0,0,2,2,4,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,3,2,2,0,0,0,0,0,1,2,2,4,2,0,0,2,2,3,2,1,0
0,1,1,1,501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,521,1,1,0
0,1,2,2,2,4,2,2,0,0,0,0,1,2,4,2,2,0,0,0,0,0,0,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,2,2,3,2,1,0
0,1,1,1,1,1,1,1,1,1,541,1,1,1,1,1,1,1,1,1,1,91,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
