2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,0
2,2,3,2,0,0,2,2,3,2,0,0,2,2,4,2,0,0,2,2,4,2,0,0,0
0,1,201,1,1,1,1,1,221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2,2,0,1,0
0,1,0,0,2,2,2,2,2,0,0,0,2,2,3,2,0,0,2,2,4,2,0,1,0
0,1,1,241,3,2,2,2,2,0,0,1,1,1,261,1,1,1,1,1,1,1,0,1,0
0,1,0,0,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,2,2,2,2,2,0,0,1,2,2,0,2,2,1,2,2,0,0,0,1,0
0,1,0,0,2,2,2,2,2,0,0,1,2,2,0,2,2,1,2,2,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,2,3,281,4,2,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,1,2,2,0,0,0,121,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,301,3,2,0,0,0,0,2,2,2,2,4,1,0
0,0,0,2,4,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,2,2,0,1,0
0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,321,1,1,1,1,1,1,1,0,0,0,341,0,0,0,0,0,0,0,2,2,4,2
0,2,3,2,2,0,2,2,4,2,0,0,2,3,2,2,0,0,0,0,0,2,2,2,2
0,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,0,0,0,0,0,2,2,2,2
