2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
2,2,2,2,3,431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2
2,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2
0,431,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,2,2,2,3,2
0,1,2,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,451,0
0,1,2,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,1,0
0,1,2,2,4,2,0,0,2,2,3,2,1,2,2,2,4,2,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,471,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2,2,4,2,2,0,0,0,0,0,1,2,4,2,2,0,0,2,2,4,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,3,2,2,0,0,0,0,0,1,2,2,4,2,0,0,2,2,3,2,1,0
0,1,1,1,491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,511,1,1,0
0,1,2,2,2,4,2,2,0,0,0,0,1,2,4,2,2,0,0,0,0,0,0,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0,2,2,2,2,1,0
0,1,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,2,2,3,2,1,0
0,1,1,1,1,1,1,1,1,1,531,1,1,1,1,1,1,1,1,1,1,361,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
