2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2
2,2,2,4,1,1,1,1,1,671,3,2,2,2,4,1,1,1,1,1,701,3,2,2,2
2,2,2,2,0,0,1,0,0,0,2,2,3,2,2,0,0,0,1,0,0,2,2,2,2
2,3,2,2,0,0,1,0,0,0,0,0,671,0,0,0,0,0,1,0,0,2,2,3,2
0,641,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,751,0,0,0,0,701,0
0,1,0,0,0,2,4,2,2,0,0,0,1,0,0,0,2,2,3,2,0,0,0,1,0
0,1,0,0,0,2,2,2,2,0,0,0,1,0,0,0,2,2,2,2,0,0,0,1,0
0,1,0,0,0,2,2,2,2,0,0,0,1,0,0,0,2,2,2,2,0,0,0,1,0
0,1,0,0,0,2,3,2,2,0,0,0,1,0,0,0,2,2,3,2,0,0,0,1,0
0,791,0,0,0,0,721,0,0,0,0,0,571,0,0,0,0,0,751,0,0,0,0,851,0
2,3,2,2,0,0,1,0,0,0,2,2,3,2,2,0,0,0,1,0,0,2,2,3,2
2,2,2,2,0,0,1,0,0,0,2,2,2,2,2,0,0,0,1,0,0,2,2,2,2
2,2,2,3,791,1,1,1,1,1,4,2,2,2,3,571,1,1,1,1,1,4,2,2,2
2,2,2,2,0,0,1,0,0,0,2,2,2,2,2,0,0,0,1,0,0,2,2,2,2
2,3,2,2,0,0,1,0,0,0,2,2,3,2,2,0,0,0,1,0,0,2,2,3,2
0,791,0,0,0,0,881,0,0,0,0,0,571,0,0,0,0,0,1,0,0,0,0,851,0
0,1,0,0,0,2,3,2,2,0,0,0,1,0,0,0,2,2,4,2,0,0,0,1,0
0,1,0,0,0,2,2,2,2,0,0,0,1,0,0,0,2,2,2,2,0,0,0,1,0
0,1,0,0,0,2,2,2,2,0,0,0,1,0,0,0,2,2,2,2,0,0,0,1,0
0,1,0,0,0,2,3,2,2,0,0,0,1,0,0,0,2,2,3,2,0,0,0,1,0
0,1,0,0,0,0,881,0,0,0,0,0,1,0,0,0,0,0,901,0,0,0,0,981,0
2,4,2,2,0,0,1,0,0,0,0,0,951,0,0,0,0,0,1,0,0,2,2,3,2
2,2,2,2,0,0,1,0,0,0,2,2,3,2,2,0,0,0,1,0,0,2,2,2,2
2,2,2,3,921,1,1,1,1,951,3,2,2,2,4,1,1,1,1,1,981,3,2,2,2
2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2
